Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1108,117499.47,97806225,4,5,8,0,,10,8,8.32,40,Good,337.9,"3,06181E+15",30 Years and 8 Months,No,0,334.3979770998342,Low_spent_Medium_value_payments,"9,23664E+15",2024-07-01
CUS_0x13b5,17931.375,163328125,6,6,16,3,"Auto Loan, Not Specified, and Mortgage Loan",22,8,8.3,30,_,51.82,"3,00687E+15",16 Years and 11 Months,No,"4,35846E+15",160.95107854737273,Low_spent_Small_value_payments,"2,48792E+15",2024-07-01
CUS_0x13b8,18341.47,"1,32346E+16",2,3,6,0,,4,6,5.93,60,Good,1300.64,"3,86862E+15",18 Years and 5 Months,No,0,98.06490155058232,Low_spent_Medium_value_payments,"3,14281E+14",2024-07-01
CUS_0x144f,74346.44,"6,13454E+15",7,10,25,8,"Not Specified, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, Not Specified, Home Equity Loan, Student Loan, and Credit-Builder Loan",62,18,6.52,150,_,2684.09,"3,02311E+16",10 Years and 4 Months,Yes,"3,03473E+16",77.59476206265225,High_spent_Large_value_payments,"4,72386E+16",2024-07-01
CUS_0x14ec,35180.42,"2,6957E+16",5,7,12,2,"Mortgage Loan, and Mortgage Loan",16,0,7.2,20,Good,33.8,"3,27696E+15",25 Years and 8 Months,No,"4,46072E+15",209.20010216238876,Low_spent_Large_value_payments,"2,85763E+16",2024-07-01
CUS_0x1595,30509.4,"2,32145E+16",5,7,8,4,"Debt Consolidation Loan, Not Specified, Mortgage Loan, and Mortgage Loan",7,14,10.95,60,_,1496.06,"2,48267E+15",20 Years and 5 Months,Yes,"6,63679E+15",102.29316549827708,!@9#%8,"3,43484E+15",2024-07-01
CUS_0x15ec,21487.835,"1,60265E+15",1,2,6,3,"Home Equity Loan, Student Loan, and Not Specified",11,13,2.93,30,_,425.9,"3,00998E+16",25 Years and 6 Months,NM,"4,10064E+15",__10000__,Low_spent_Medium_value_payments,"3,26771E+16",2024-07-01
CUS_0x16fd,10227.53,"9,87294E+15",9,6,22,6,"Payday Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Student Loan, and Credit-Builder Loan",24,20,2.38,80,_,1610.77,"3,66054E+15",8 Years and 4 Months,Yes,"4,22707E+15",124.96137702790249,Low_spent_Medium_value_payments,"2,62113E+15",2024-07-01
CUS_0x183d,7005.93,8358275,10,7,30,6,"Student Loan, Payday Loan, Home Equity Loan, Payday Loan, Auto Loan, and Student Loan",21,9,8.49,90,Standard,1703.39,"2,61787E+16",11 Years and 5 Months,NM,"1,86729E+16",92.44429644114679,Low_spent_Small_value_payments,"2,62466E+15",2024-07-01
CUS_0x183e,19191.52,"1,87229E+15",8,5,19,8,"Credit-Builder Loan, Personal Loan, Not Specified, Student Loan, Auto Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",39,22,17.9,130,_,2571.56,"2,50997E+15",1 Years and 5 Months,Yes,"1,05278E+16",153.4614268120524,Low_spent_Large_value_payments,"1,9849E+15",2024-07-01
