Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1026,170614.28,"1,44639E+16",2,6,9,2,"Payday Loan, and Auto Loan",0,5,0.73,30,Good,849.69,"3,17575E+15",20 Years and 8 Months,No,"2,08907E+16",184.27787149576235,High_spent_Medium_value_payments,"1,3032E+16",2023-10-01
CUS_0x109b,31641.93,26108275,4,6,7,3,"Personal Loan, Student Loan, and Personal Loan",25,12,3.3699999999999988,10,Standard,583.6,"4,03494E+15",20 Years and 5 Months,No,"6,03363E+15",84.09047925785762,Low_spent_Small_value_payments,"3,44659E+15",2023-10-01
CUS_0x10ff,16341.075,129275625,4,4,6,2,"Auto Loan, and Student Loan",8,20,_,40,Standard,684.05,"3,94052E+16",17 Years and 1 Months,No,"1,69605E+16",151.95412763565508,Low_spent_Small_value_payments,"2,50361E+16",2023-10-01
CUS_0x1100,43062.54_,3607545,6,10,23,2,"Mortgage Loan, and Student Loan",55,20,19.05,130,Standard,2169.75,"3,00426E+15",15 Years and 3 Months,Yes,"4,74998E+16",71.94658528758634,High_spent_Medium_value_payments,"4,91308E+16",2023-10-01
CUS_0x112f,75506.42,"6,0502E+15",1,4,5,1,Auto Loan,1,2,3.44,70,Good,1069.19,"3,98489E+16",23 Years and 8 Months,No,"6,09036E+16",278.2980758592782,Low_spent_Small_value_payments,"5,55818E+15",2023-10-01
CUS_0x1134,15279.545,"1,51779E+16",0,5,8,3,"Credit-Builder Loan, Mortgage Loan, and Debt Consolidation Loan",1,4,6.99,70,Good,168.35,"2,76021E+15",30 Years and 10 Months,No,"7,65393E+15",17.680099486789082,!@9#%8,"3,49814E+16",2023-10-01
CUS_0x1168,76440.52,"6,64704E+15",0,4,9,2,"Mortgage Loan, and Student Loan",7,2,10.85,40,Good,998.47,"3,64024E+16",20 Years and 9 Months,No,"9,67497E+15",547.8585912822699,Low_spent_Medium_value_payments,"3,00096E+15",2023-10-01
CUS_0x12e7,46874.85000000001,"4,08224E+15",9,5,15,-100,"Payday Loan, and Personal Loan",50,21,8.0,90,Bad,1913.66,"3,46153E+15",17 Years and 10 Months,Yes,"7,05405E+15",146.9862280573053,Low_spent_Large_value_payments,"4,60697E+15",2023-10-01
CUS_0x138e,85918.76,"7,2109E+15",3,4,2,4,"Credit-Builder Loan, Home Equity Loan, Personal Loan, and Home Equity Loan",19,13,3.46,20,Good,351.62,"2,52346E+16",26 Years and 0 Months,No,"2,76113E+15",47.314427205140525,High_spent_Large_value_payments,"6,37662E+15",2023-10-01
CUS_0x147c,39357.45_,31257875,3,4,6,3,"Payday Loan, Payday Loan, and Home Equity Loan",10,4,8.16,20,_,1170.76,"3,54815E+15",25 Years and 4 Months,No,"8,57224E+15",83.45784436430965,Low_spent_Large_value_payments,"4,13399E+16",2023-10-01
CUS_0x1498,53869.44,435912,9,9,24,9,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Student Loan, Mortgage Loan, Home Equity Loan, Personal Loan, Personal Loan, and Home Equity Loan",20,18,24.05,120,Bad,4404.08,"2,64393E+15",9 Years and 10 Months,Yes,"2,53213E+14",__10000__,High_spent_Medium_value_payments,"2,92016E+15",2023-10-01
CUS_0x14f5,36348.06_,3265005,6,5,32,9,"Payday Loan, Not Specified, Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, and Payday Loan",50,22,5.07,90,Bad,4974.81,"3,36115E+15",3 Years and 11 Months,Yes,"1,494E+14",305.48160419168886,Low_spent_Medium_value_payments,"1,51619E+16",2023-10-01
CUS_0x16a5,10027.07_,"8,96589E+15",8,5,9,3,"Auto Loan, Mortgage Loan, and Home Equity Loan",9,17,1.77,50,Standard,168.72,"2,33122E+16",21 Years and 2 Months,No,733840,32.743223333030315,Low_spent_Medium_value_payments,"3,23554E+15",2023-10-01
CUS_0x16d3,34204.91,"3,05641E+15",4,5,10,3,"Credit-Builder Loan, Home Equity Loan, and Student Loan",22,-3,_,40,Good,1319.24,"2,81503E+15",32 Years and 9 Months,No,"7,33463E+14",115.02941747170291,High_spent_Medium_value_payments,"3,67265E+15",2023-10-01
CUS_0x1748,179987.28,1481694,5,5,8,4,"Mortgage Loan, Auto Loan, Personal Loan, and Credit-Builder Loan",14,8,-3.46,10,Good,741.28,"4,39624E+14",21 Years and 2 Months,No,"4,17844E+15",135.95535207562259,High_spent_Large_value_payments,"1,16789E+16",2023-10-01
CUS_0x1773,17663.535,176796125,0,3,3,1,Auto Loan,6,9,4.39,10,Good,1327.57,"3,27352E+15",18 Years and 5 Months,No,"1,06292E+15",70.52374394209356,Low_spent_Large_value_payments,"3,65643E+16",2023-10-01
CUS_0x188f,14311.415,"1,47262E+16",2,7,9,0,,1,8,9.31,70,_,541.18,"3,23896E+15",25 Years and 11 Months,No,0,76.07201180359164,Low_spent_Small_value_payments,"3,6119E+15",2023-10-01
CUS_0x18af,56604.96,451508,6,8,19,9,"Not Specified, Credit-Builder Loan, Mortgage Loan, Student Loan, Payday Loan, Not Specified, Payday Loan, Auto Loan, and Mortgage Loan",20,19,6.09,110,Bad,4870.27,"3,41705E+15",2 Years and 11 Months,Yes,"3,74143E+15",147.7006897543536,Low_spent_Medium_value_payments,"2,09665E+15",2023-10-01
CUS_0x1912,157577.0,"1,29124E+16",5,1,6,1,Not Specified,8,5,10.46,40,Good,527.54,"3,70467E+15",24 Years and 2 Months,No,"7,32193E+15",324.9462319383943,High_spent_Large_value_payments,"1,13308E+16",2023-10-01
