Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1037,15989.085,108642375,5,4,2,4,"Credit-Builder Loan, Auto Loan, Auto Loan, and Mortgage Loan",13,15,0.5,30,Good,665.82,"4,06977E+15",19 Years and 9 Months,No,"3,3797E+16",80.46523951443457,Low_spent_Small_value_payments,"2,8438E+15",2023-01-01
CUS_0x1069,58637.34,4799445,4,6,10,119,"Personal Loan, Auto Loan, and Not Specified",9,17,12.56,50,Standard,208.8,"2,52331E+15",30 Years and 8 Months,Yes,"1,39885E+15",165.21061289035896,High_spent_Small_value_payments,"4,34849E+15",2023-01-01
CUS_0x114a,15305.46,1230455,0,7,2,2,"Student Loan, and Home Equity Loan",14,2,15.95,0,Good,642.42_,"2,75251E+15",15 Years and 9 Months,No,"2,03017E+16",64.77848007633177,Low_spent_Small_value_payments,"3,27965E+16",2023-01-01
CUS_0x1184,19867.475,"1,39662E+16",3,5,11,3,"Student Loan, Mortgage Loan, and Payday Loan",10,9,6.74,40,Good,707.29,"2,66898E+15",32 Years and 8 Months,No,"4,26069E+15",23.460944042729498,!@9#%8,"3,13594E+15",2023-01-01
CUS_0x1297,57738.06_,4881505,9,8,30,9,"Payday Loan, Personal Loan, Payday Loan, Personal Loan, Mortgage Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Payday Loan",61,24,14.27,110,Bad,3916.47,"2,57421E+15",13 Years and 8 Months,Yes,"2,96284E+15",53.82117764831425,High_spent_Medium_value_payments,"3,88045E+16",2023-01-01
CUS_0x12fb,26342.91,19492425,6,7,7,1,Credit-Builder Loan,23,14,17.6,30,Standard,397.9,"3,32117E+15",22 Years and 0 Months,Yes,575670,48.05730642437603,High_spent_Large_value_payments,"3,65284E+15",2023-01-01
CUS_0x1325,35823.96,293733,6,547,22,5,"Not Specified, Personal Loan, Auto Loan, Not Specified, and Debt Consolidation Loan",39,17,7.35,80,Bad,3029.92,"3,15672E+15",9 Years and 9 Months,Yes,"1,12436E+16",148.5160712146269,High_spent_Small_value_payments,"2,92781E+15",2023-01-01
CUS_0x1341,15341.895,103549125,6,7,3,1,Debt Consolidation Loan,20,8,7.71,20,_,1152.71,"2,41344E+16",21 Years and 4 Months,NM,"6,98199E+16",81.56430854657756,Low_spent_Medium_value_payments,"2,95003E+14",2023-01-01
CUS_0x1375,72524.2,"5,90868E+16",6,5,17,3,"Mortgage Loan, Debt Consolidation Loan, and Home Equity Loan",46,23,8.74,90,Bad,2699.4,"2,30704E+16",15 Years and 4 Months,Yes,"1,53033E+16",606.456526110112,Low_spent_Medium_value_payments,"1,11378E+16",2023-01-01
CUS_0x13a8,97059.0,829525,3,2,9,0,,9,10,9.94,50,Good,192.99,"3,994E+14",33 Years and 5 Months,No,0,210.61939263928315,High_spent_Large_value_payments,"8,58906E+14",2023-01-01
