Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1057,86617.16,"7,2501E+15",8,4,6,3,"Auto Loan, Student Loan, and Payday Loan",16,21,7.26,40,Standard,718.53,"3,55555E+15",24 Years and 11 Months,No,"1,41382E+15",976.1638750557892,!@9#%8,"6,36422E+14",2023-09-01
CUS_0x1169,115324.62,9772385,2,5,8,4,"Credit-Builder Loan, Payday Loan, Student Loan, and Student Loan",9,6,5.5,30,Good,1316.45,"4,05064E+16",23 Years and 11 Months,No,"1,99251E+16",380.2486071571585,High_spent_Small_value_payments,"6,57739E+15",2023-09-01
CUS_0x117d,70779.18,"5,86127E+15",1,4,9,4,"Student Loan, Student Loan, Not Specified, and Debt Consolidation Loan",14,-2,3.61,40,Good,1340.31,"2,58564E+16",21 Years and 5 Months,No,"1,31348E+16",300.6020796271049,High_spent_Small_value_payments,"4,14176E+16",2023-09-01
CUS_0x1182,176696.88,"1,37808E+16",5,7,12,4,"Debt Consolidation Loan, Home Equity Loan, Payday Loan, and Not Specified",4,8,4.01,60,Good,433.68,"4,17701E+16",17 Years and 2 Months,No,"1,16981E+16",320.0541317814041,High_spent_Large_value_payments,"1,02274E+16",2023-09-01
CUS_0x11c6,16523.745,151697875,1,4,1,4,"Student Loan, Credit-Builder Loan, Payday Loan, and Home Equity Loan",8,8,10.06,40,Good,455.49,"3,17998E+16",25 Years and 11 Months,No,"5,22162E+16",54.26625355446494,Low_spent_Medium_value_payments,"3,25215E+16",2023-09-01
CUS_0x1246,22188.45,20060375,1,5,498,1,Auto Loan,24,1,3.87,70,Good,1352.38,"3,6344E+15",16 Years and 5 Months,No,"1,00114E+16",153.11466390499174,Low_spent_Small_value_payments,"3,27478E+16",2023-09-01
CUS_0x12bf,97976.08_,"8,13667E+15",8,6,12,2,"Mortgage Loan, and Credit-Builder Loan",16,8,6.03,50,_,1113.49,"3,42146E+16",28 Years and 2 Months,Yes,"1,15087E+16",1039.3739975905096,Low_spent_Small_value_payments,"7,70585E+14",2023-09-01
CUS_0x12ec,45675.0,363525,8,5,28,4,"Home Equity Loan, Personal Loan, Mortgage Loan, and Mortgage Loan",23,13,10.51,80,Standard,1771.8,"3,77632E+15",6 Years and 5 Months,Yes,"1,3427E+16",146.5630863778551,High_spent_Medium_value_payments,"3,32692E+16",2023-09-01
CUS_0x1330,30874.43,"2,59587E+15",4,5,8,2,"Mortgage Loan, and Credit-Builder Loan",10,5,3.82,20,Good,243.11,"2,66354E+15",22 Years and 2 Months,NM,"4,82679E+15",67.90948238094776,High_spent_Small_value_payments,"4,0341E+16",2023-09-01
CUS_0x141c,20202.22,"1,48052E+16",7,723,18,3,"Student Loan, Home Equity Loan, and Mortgage Loan",12,17,_,40,_,197.54,"3,88656E+15",18 Years and 5 Months,Yes,"4,33267E+15",138.32009805802295,Low_spent_Small_value_payments,"2,56405E+15",2023-09-01
CUS_0x1430,20048.23,"1,63769E+16",2,6,9,4,"Payday Loan, Student Loan, Home Equity Loan, and Payday Loan",15,7,5.01,40,Good,224.98,"3,46E+16",19 Years and 4 Months,No,"4,19473E+15",198.11193585851467,Low_spent_Small_value_payments,"2,13709E+16",2023-09-01
CUS_0x14d1,53770.11,46668425,8,8,17,5,"Debt Consolidation Loan, Payday Loan, Home Equity Loan, Personal Loan, and Student Loan",42,17,18.75,170,Standard,2028.19,"2,90029E+14",17 Years and 10 Months,Yes,"2,0447E+15",136.49553398892124,High_spent_Medium_value_payments,"3,75719E+16",2023-09-01
CUS_0x14de,53709.66,4375805,10,10,29,8,"Mortgage Loan, Student Loan, Personal Loan, Not Specified, Credit-Builder Loan, Student Loan, Personal Loan, and Payday Loan",24,15,21.47,120,Bad,3069.57,"3,89929E+16",9 Years and 9 Months,Yes,"3,21493E+15",60.52977871240101,High_spent_Large_value_payments,"2,95558E+15",2023-09-01
CUS_0x14e5,7981.345_,"4,12112E+16",9,5,22,9,"Student Loan, Credit-Builder Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, and Not Specified",46,17,25.96,90,Bad,4064.57,"3,91254E+15",0 Years and 11 Months,Yes,"5,79317E+15",28.48164005972581,Low_spent_Medium_value_payments,"2,34798E+15",2023-09-01
CUS_0x1619,20059.98,1523665,8,5,12,966,"Home Equity Loan, Payday Loan, Not Specified, and Personal Loan",25,11,2.97,80,Good,909.01,"3,24738E+15",16 Years and 10 Months,No,"4,50768E+15",__10000__,Low_spent_Small_value_payments,"2,67185E+15",2023-09-01
CUS_0x1666,9603.845,"5,1032E+15",4,3,14,1,Auto Loan,30,12,0.30000000000000004,90,Standard,1451.72,"2,32156E+16",33 Years and 5 Months,Yes,"5,26229E+15",36.97395845809465,Low_spent_Small_value_payments,"2,98796E+16",2023-09-01
CUS_0x16f8,66681.8,"5,27882E+15",2,1,11,0,,4,12,3.55,20,Good,679.2,"2,9768E+15",25 Years and 11 Months,No,0,77.6304728981662,High_spent_Medium_value_payments,"7,00251E+15",2023-09-01
CUS_0x180a,35911.33_,"3,00361E+16",3,3,2,2,"Not Specified, and Home Equity Loan",9,16,5.5,30,Standard,739.82,"2,46808E+15",18 Years and 4 Months,No,"3,91129E+15",250.37375548953202,!@9#%8,"3,00874E+16",2023-09-01
CUS_0x18e2,16906.81,"1,1679E+16",9,8,33,9,"Credit-Builder Loan, Personal Loan, Personal Loan, Not Specified, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, and Auto Loan",49,21,3.43,60,Bad,1559.16_,"3,6226E+15",13 Years and 6 Months,Yes,"1,10789E+16",74.28348248139855,High_spent_Large_value_payments,"2,35375E+15",2023-09-01
CUS_0x1938,31481.45,"2,83445E+15",4,3,8,0,,21,15_,11.45,50,Good,650.3,"3,05225E+16",33 Years and 5 Months,No,0,80.64156078658314,High_spent_Medium_value_payments,"4,52804E+16",2023-09-01
CUS_0x1abc,28431.06,2610255,5,6,14,2,"Mortgage Loan, and Home Equity Loan",9,15,8.940000000000003,40,_,1098.59,"2,70127E+16",23 Years and 0 Months,Yes,"3,11505E+16",155.96395843943398,Low_spent_Small_value_payments,"3,63911E+16",2023-09-01
CUS_0x1be2,104509.53,87911275,8,7,5,3,"Home Equity Loan, Not Specified, and Credit-Builder Loan",30,15,17.31,70,Standard,781.83,"2,70909E+16",27 Years and 11 Months,Yes,"1,76243E+16",309.34307651955226,!@9#%8,"6,73526E+15",2023-09-01
CUS_0x1c70,31604.58_,2378715,1,2,10,4,"Auto Loan, Not Specified, Student Loan, and Auto Loan",9,6,2.86,30,Good,946.91,"3,45748E+15",18 Years and 2 Months,No,"6,55058E+15",45.553531068539826,High_spent_Large_value_payments,"3,66812E+15",2023-09-01
CUS_0x1c89,8723.565,50696375,1201,10,33,9,"Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, Not Specified, Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Credit-Builder Loan",45,25,16.6,140,Bad,4200.42,"3,35122E+15",13 Years and 0 Months,Yes,"4,51631E+15",18.583838342178773,Low_spent_Medium_value_payments,"2,66949E+16",2023-09-01
CUS_0x1ccf,8381.025,"8,52419E+15",6,769,22,2,"Home Equity Loan, and Home Equity Loan",57,20,0.5099999999999998,80,Bad,1465.19,"3,9441E+15",6 Years and 6 Months,Yes,"7,34814E+15",57.10982305744441,Low_spent_Small_value_payments,"3,10784E+16",2023-09-01
CUS_0x1d56,53127.72,465531,7,6,34,3,"Not Specified, Personal Loan, and Mortgage Loan",37,16,7.04,160,Standard,1752.55,"4,24235E+16",20 Years and 6 Months,Yes,"8,75784E+15",103.17892100284077,High_spent_Medium_value_payments,"5,24774E+15",2023-09-01
CUS_0x1d64,73627.68,"6,28064E+15",6,6,19,2,"Debt Consolidation Loan, and Personal Loan",13,13,16.71,60,Standard,946.92,"2,58303E+14",26 Years and 2 Months,Yes,"6,70993E+15",168.4992473451706,Low_spent_Medium_value_payments,"6,72465E+15",2023-09-01
CUS_0x1d86,47725.98,"4,09917E+15",7,8,32,3,"Auto Loan, Mortgage Loan, and Payday Loan",45,11_,10.52,150,Standard,2554.95,"2,90273E+16",14 Years and 2 Months,Yes,"6,597E+14",420.8290955812909,Low_spent_Small_value_payments,"2,13117E+16",2023-09-01
CUS_0x1e46,70481.19,55844325,8,5,16,0_,,26,10,5.75,40,Standard,1087.1,"3,7116E+15",26 Years and 3 Months,Yes,0,61.58962120312695,High_spent_Medium_value_payments,"7,46854E+15",2023-09-01
CUS_0x1f2c,83722.16,"7,27085E+15",3,3,1,3,"Not Specified, Home Equity Loan, and Not Specified",0,6,10.9,40,_,964.15,"4,20545E+15",16 Years and 9 Months,No,"1,57971E+15",147.61790867264074,High_spent_Large_value_payments,"6,61496E+15",2023-09-01
CUS_0x1f60,34266.08,"3,03851E+16",8,9,21,6,"Payday Loan, Personal Loan, Payday Loan, Mortgage Loan, Not Specified, and Debt Consolidation Loan",17,10,10.07,70,_,1843.93,"2,75183E+16",11 Years and 5 Months,Yes,"1,61844E+16",305.5157209739947,Low_spent_Small_value_payments,"1,26491E+16",2023-09-01
CUS_0x1fa0,72140.06999999999,57776725,6,5,3813,1,Personal Loan,23,9,19.52,50,Standard,638.12,"3,324E+16",28 Years and 5 Months,Yes,"5,24488E+15",183.5350533575821,High_spent_Small_value_payments,"6,01783E+15",2023-09-01
CUS_0x2002,72305.9,"5,76649E+15",5,7,15,-100,"Credit-Builder Loan, Mortgage Loan, Home Equity Loan, and Not Specified",15,19,1.49,60,_,1169.62,"2,79057E+16",28 Years and 4 Months,NM,"2,16776E+13",__10000__,Low_spent_Small_value_payments,"1,81331E+16",2023-09-01
CUS_0x206b,47641.53,"4,19413E+15",7,7,28,7,"Home Equity Loan, Home Equity Loan, Payday Loan, Personal Loan, Student Loan, Mortgage Loan, and Payday Loan",52,23,4.94,90,Bad,2150.59,"2,60934E+15",15 Years and 6 Months,Yes,"1,61748E+16",67.01372370082542,High_spent_Large_value_payments,"4,30651E+15",2023-09-01
CUS_0x210d,15447.63,10053025,3,4,27,-100,"Home Equity Loan, Mortgage Loan, and Home Equity Loan",24,10,15.91,80,Standard,2461.68,"2,89764E+12",6 Years and 5 Months,NM,"3,79833E+16",60.99484096436017,Low_spent_Medium_value_payments,"2,81552E+15",2023-09-01
CUS_0x215d,14244.33,10990275,6,7,29,6,"Student Loan, Mortgage Loan, Student Loan, Personal Loan, Not Specified, and Mortgage Loan",23,18,0.91,70,Bad,2216.82,"2,3874E+15",17 Years and 9 Months,Yes,"6,50142E+15",133.7181809992321,Low_spent_Small_value_payments,"2,0117E+16",2023-09-01
CUS_0x219c,30812.96_,"2,42275E+16",1,7,3,1,Credit-Builder Loan,10,5,8.21,40,Good,990.47,"3,64972E+14",29 Years and 8 Months,No,"2,40649E+15",123.81989578660331,Low_spent_Small_value_payments,"3,8439E+16",2023-09-01
CUS_0x21cd,34570.08,310284,3,7,7,1,Debt Consolidation Loan,4,0,7.63,30,_,200.32,"2,77736E+16",19 Years and 9 Months,No,"1,7078E+15",119.800916853749,Low_spent_Large_value_payments,"4,43405E+16",2023-09-01
CUS_0x21f7,131040.42,11104035,3,1,7,0,,12,11,2.88,80,Good,650.28,"3,90535E+15",19 Years and 3 Months,No,0,751.2058100021907,Low_spent_Medium_value_payments,"6,39198E+15",2023-09-01
CUS_0x2217,28481.67,24414725,0,3,9,2,"Home Equity Loan, and Student Loan",9,1,7.45,30,Good,104.85,"3,73513E+15",31 Years and 2 Months,No,"4,69916E+15",66.68332477406409,Low_spent_Medium_value_payments,"4,10472E+16",2023-09-01
CUS_0x23bf,69806.76,605523,3,4,19,0,,18,19,0.4900000000000002,80,_,192.43,"3,3158E+16",19 Years and 0 Months,Yes,0,406.5695363201909,High_spent_Small_value_payments,"4,58953E+15",2023-09-01
CUS_0x2441,38117.06,"3,24542E+15",8,5,34,6,"Credit-Builder Loan, Mortgage Loan, Payday Loan, Student Loan, Student Loan, and Not Specified",20,24,26.16,150,Bad,2639.35,"2,75014E+16",8 Years and 6 Months,Yes,"1,43509E+15",95.92687172181627,High_spent_Medium_value_payments,"3,35106E+15",2023-09-01
CUS_0x2488,98455.26,8420605,4,4,12,3,"Student Loan, Personal Loan, and Not Specified",26,20,4.24,20,Standard,424.3,"3,45159E+16",22 Years and 11 Months,No,"2,38358E+16",304.9126262922482,Low_spent_Small_value_payments,"5,8879E+15",2023-09-01
