Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x102d,89064.52,"7,25604E+15",5,3,1,1,Mortgage Loan,6,5,6.37,30,_,648.36,"3,05743E+15",30 Years and 3 Months,No,"3,75728E+15",296.09411909412466,High_spent_Medium_value_payments,"6,41937E+15",2024-01-01
CUS_0x1051,35022.22,"2,85952E+15",3,5,4,1,Student Loan,6,11,_,50,Good,1000.44,"2,53902E+16",28 Years and 6 Months,No,"2,12146E+15",259.34511343711983,Low_spent_Small_value_payments,"2,95392E+16",2024-01-01
CUS_0x1269,42031.09,"3,76259E+15",2,1,8,3,"Not Specified, Debt Consolidation Loan, and Auto Loan",1,5,14.11,20,Good,83.55,"2,40656E+15",17 Years and 3 Months,No,"6,65062E+15",108.85585760646214,High_spent_Medium_value_payments,"4,50897E+16",2024-01-01
CUS_0x1290,10455.875,"7,29323E+15",6,5,12,3,"Personal Loan, Payday Loan, and Credit-Builder Loan",11,19,9.71,0,Good,83.16,"2,94649E+15",23 Years and 3 Months,No,"2,57484E+16",24.490504377507985,Low_spent_Medium_value_payments,"3,02693E+16",2024-01-01
CUS_0x12d1,21384.94,"1,64608E+16",4,4,15,2,"Credit-Builder Loan, and Debt Consolidation Loan",24,15,14.37,90,Standard,691.53,"2,48845E+16",27 Years and 0 Months,Yes,"2,20956E+15",168.24549551002502,Low_spent_Medium_value_payments,"2,54267E+15",2024-01-01
CUS_0x12d5,62320.56,506838,9,9,18,5,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",23,15,17.24,150,_,3589.56,"3,83374E+14",1 Years and 11 Months,NM,"1,71346E+16",171.51086339613434,High_spent_Small_value_payments,"4,23982E+15",2024-01-01
CUS_0x133e,16626.25,"1,09652E+16",0,2,5,0,,13,7,6.39,0,Good,1113.26,"2,53062E+15",22 Years and 10 Months,No,0,53.38619195442173,Low_spent_Small_value_payments,"3,46266E+15",2024-01-01
CUS_0x1383,80206.64,"6,76689E+15",5,4,20,5,"Student Loan, Payday Loan, Not Specified, Payday Loan, and Payday Loan",11,16,7.0,60,Standard,1129.87,"3,20751E+15",8 Years and 8 Months,Yes,"2,60419E+15",522.977060264942,Low_spent_Medium_value_payments,"1,73293E+16",2024-01-01
CUS_0x143c,18578.88,"1,32511E+16",1,3,1,-100,"Auto Loan, Credit-Builder Loan, and Auto Loan",15,12,11.87,50,Good,779.49,"3,95325E+15",31 Years and 6 Months,NM,"1,40107E+16",76.61359044009538,Low_spent_Small_value_payments,"3,1703E+15",2024-01-01
CUS_0x14d0,48089.16,390243,10,8,18,5,"Auto Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",59,19,18.09,90,Bad,2654.6,"3,83694E+15",7 Years and 11 Months,Yes,"1,9274E+15",61.602070272768145,High_spent_Large_value_payments,"3,75901E+15",2024-01-01
CUS_0x150d,40085.46,3455455,6,6,18,5,"Auto Loan, Student Loan, Payday Loan, Payday Loan, and Debt Consolidation Loan",45,12,8.97,120,Bad,2343.0,"2,46614E+16",18 Years and 11 Months,Yes,"1,42113E+15",215.538711452974,Low_spent_Small_value_payments,"2,77894E+15",2024-01-01
CUS_0x1550,48996.08,"3,79901E+15",5,7,12,4_,"Personal Loan, Credit-Builder Loan, Payday Loan, and Payday Loan",27,16,13.31,10,Standard,285.29,"3,40838E+16",18 Years and 3 Months,Yes,"1,35684E+16",238.83092179409192,High_spent_Small_value_payments,"2,65386E+15",2024-01-01
CUS_0x1589,71282.14,"5,80718E+15",2,4,11,1,Home Equity Loan,9,4,5.98,50,Good,1440.78,"3,66087E+15",32 Years and 11 Months,No,"3,77889E+16",99.49426594228869,High_spent_Medium_value_payments,"6,93435E+14",2024-01-01
CUS_0x1668,64980.72,547306,4,7,6,2,"Personal Loan, and Debt Consolidation Loan",7,1,0.78,30,_,375.38,"4,0318E+14",32 Years and 2 Months,No,"8,84482E+14",158.1410967940986,!@9#%8,"5,70717E+15",2024-01-01
CUS_0x167a,17064.095,"1,54101E+15",1,2,8,1,Credit-Builder Loan,16,-1,0.7,40,Good,858.33,"2,79158E+16",20 Years and 3 Months,No,"1,08081E+16",173.85488747859063,Low_spent_Small_value_payments,"2,59438E+16",2024-01-01
CUS_0x1688,56400.18000000001,4991015,7,5,30,-100,"Credit-Builder Loan, and Personal Loan",27,11,13.84,60,Standard,2582.73,"2,81248E+16",17 Years and 10 Months,Yes,"5,67839E+16",199.86331959557631,High_spent_Medium_value_payments,"4,92454E+15",2024-01-01
CUS_0x1718,29062.92,231891,6,3,8,1,Credit-Builder Loan,27,13,13.94,40,Standard,50.19,"2,57655E+14",20 Years and 8 Months,Yes,"1,45162E+16",150.33909132713754,High_spent_Small_value_payments,"3,27036E+16",2024-01-01
CUS_0x1758,21787.63,"1,86764E+15",0,3,5,3,"Auto Loan, Personal Loan, and Not Specified",2,2,4.6,30,Good,998.07,"2,7689E+15",29 Years and 10 Months,NM,"3,69015E+15",206.3353930991251,Low_spent_Small_value_payments,"2,33527E+16",2024-01-01
CUS_0x1764,33574.44,"2,86487E+15",7,7,16,520,"Mortgage Loan, Personal Loan, Credit-Builder Loan, and Auto Loan",9,18,10.05,0,Standard,79.95,"3,73544E+15",24 Years and 10 Months,No,"1,09681E+16",194.21427323547917,Low_spent_Medium_value_payments,"2,62592E+16",2024-01-01
