Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1056,16053.86,"1,19682E+16",8,6,24,5,"Student Loan, Student Loan, Not Specified, Personal Loan, and Debt Consolidation Loan",27,18,0.83,120,Bad,2107.76,"3,68547E+15",16 Years and 2 Months,Yes,"4,48603E+15",154.06862404801825,Low_spent_Small_value_payments,"2,10753E+15",2023-04-01
CUS_0x11fc,38735.57,"3,18796E+15",2,4,3,2,"Payday Loan, and Debt Consolidation Loan",15,11,8.06,20,Good,800.94,"3,67858E+15",17 Years and 5 Months,No,"4,39438E+15",125.36590224842124,Low_spent_Large_value_payments,"4,19487E+16",2023-04-01
CUS_0x1216,20143.27,"1,55061E+15",10,8,27,2,"Not Specified, and Credit-Builder Loan",44,15,9.44,170,Standard,1693.73,"3,63014E+15",10 Years and 10 Months,Yes,"3,03592E+16",141.89655484122108,Low_spent_Small_value_payments,"2,72805E+15",2023-04-01
CUS_0x1285,10692.16,"8,17013E+15",8,4,16,0,,17,12,10.29,40,Standard,1350.85,"3,46089E+15",32 Years and 0 Months,Yes,0,71.94175176542643,Low_spent_Large_value_payments,"2,7976E+16",2023-04-01
CUS_0x12be,15717.275,"1,13103E+16",1,5,8,1,Credit-Builder Loan,-1,8,7.03,10,Good,1020.27,"2,64621E+15",31 Years and 5 Months,No,"1,52181E+16",146.84954628537986,Low_spent_Small_value_payments,"2,57785E+16",2023-04-01
CUS_0x12c1,85760.85,71727375,2,6,5,4,"Student Loan, Home Equity Loan, Home Equity Loan, and Credit-Builder Loan",16,3,10.92,30,Good,695.2,"2,80546E+16",31 Years and 3 Months,No,"1,7143E+16",515.1066585275688,Low_spent_Large_value_payments,"3,00737E+15",2023-04-01
CUS_0x130b,79005.0,686075,5,7,20,2,"Not Specified, and Student Loan",11,13,2.74,70,Standard,876.69,"3,79759E+15",27 Years and 4 Months,No,"6,84955E+15",308.7771490707728,High_spent_Small_value_payments,"5,68802E+15",2023-04-01
CUS_0x141d,44323.29,39096075,10,5,22,-100,"Mortgage Loan, Payday Loan, Mortgage Loan, Payday Loan, and Auto Loan",25,20,19.8,90,Bad,3089.47,"3,99109E+15",12 Years and 6 Months,NM,"1,84406E+16",76.5787378148963,High_spent_Large_value_payments,"3,69976E+15",2023-04-01
CUS_0x1431,110525.97_,94714975,7,7,9,5,"Not Specified, Not Specified, Not Specified, Payday Loan, and Payday Loan",21,16,10.27,80,Standard,993.71,"3,89277E+15",8 Years and 11 Months,Yes,"2,67335E+16",142.0067413867105,High_spent_Medium_value_payments,"7,87808E+15",2023-04-01
CUS_0x148b,144342.8,"1,20406E+16",7,5,11,0,,5,12,15.52,30,Standard,334.24,"3,48898E+15",15 Years and 9 Months,Yes,0,149.41036012272752,High_spent_Large_value_payments,"1,29465E+15",2023-04-01
