Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x102e,50807.44,"4,19795E+15",8,4,11,4,"Mortgage Loan, Not Specified, Home Equity Loan, and Home Equity Loan",12,9,2.6,40,_,869.59,"3,03115E+16",22 Years and 10 Months,NM,"8,87599E+15",65.27556452739218,High_spent_Medium_value_payments,"5,1576E+15",2024-04-01
CUS_0x109d,49140.87,43770725,10,6,27,6,"Not Specified, Not Specified, Mortgage Loan, Mortgage Loan, Payday Loan, and Payday Loan",35,18,16.66,110,Bad,2950.8,"3,11638E+15",6 Years and 6 Months,NM,"1,54172E+16",301.5937949187359,Low_spent_Small_value_payments,"2,71941E+16",2024-04-01
CUS_0x112e,20162.26,"1,87219E+15",8,4,11,4_,"Home Equity Loan, Home Equity Loan, Personal Loan, and Auto Loan",13,10,1.71,20,Standard,660.26,"3,4497E+15",19 Years and 9 Months,No,"6,62449E+15",209.33968673482013,Low_spent_Small_value_payments,"2,01634E+16",2024-04-01
CUS_0x1183,134393.73,109444775,1,3,12,2,"Credit-Builder Loan, and Mortgage Loan",13,-1,11.49,30,Good,945.29,"3,49513E+16",25 Years and 8 Months,No,"1,36031E+15",178.10099644066003,High_spent_Medium_value_payments,"1,03032E+16",2024-04-01
CUS_0x1220,128494.52,"1,05809E+16",4,4,9,2,"Student Loan, and Mortgage Loan",0,0_,10.33,30,Good,722.25,"3,12388E+16",28 Years and 8 Months,No,"1,76905E+16",__10000__,High_spent_Large_value_payments,"9,95235E+15",2024-04-01
CUS_0x1226,11421.51,10307925,5,3,14,3,"Student Loan, Payday Loan, and Home Equity Loan",19,15,15.72,70,_,1278.12,"2,40166E+15",30 Years and 2 Months,Yes,"2,08929E+16",55.88990034598506,!@9#%8,"3,16296E+14",2024-04-01
CUS_0x1343,125280.36,1070403,0,5,3,4,"Debt Consolidation Loan, Student Loan, Home Equity Loan, and Mortgage Loan",2,5,11.69,0,Good,1388.43,"3,24263E+16",22 Years and 3 Months,No,"3,05723E+14",145.34336201210874,High_spent_Large_value_payments,"8,59337E+15",2024-04-01
CUS_0x13c7,69341.52,591946,3,3,11,1,Not Specified,13,9,7.58,80,Standard,302.75,"4,13104E+16",15 Years and 10 Months,No,"5,46054E+15",328.36645268010443,!@9#%8,"4,68974E+15",2024-04-01
CUS_0x13d5,124183.56,1015663,7,5,5,2,"Payday Loan, and Student Loan",12,17,11.19,60,Good,247.96,"3,78431E+15",31 Years and 4 Months,NM,"1,56305E+16",78.03561973516958,High_spent_Large_value_payments,"1,02132E+16",2024-04-01
CUS_0x1422,57877.95,45311625,8,10,15,5,"Home Equity Loan, Not Specified, Not Specified, Debt Consolidation Loan, and Mortgage Loan",19,13,14.36,150,Standard,1805.92,"3,48024E+16",20 Years and 0 Months,Yes,"2,04472E+15",294.4347682469838,Low_spent_Small_value_payments,"2,44209E+15",2024-04-01
CUS_0x14ce,17776.2,172735,955,6,34,5,"Student Loan, Debt Consolidation Loan, Personal Loan, Auto Loan, and Payday Loan",51,12,16.99,140,Standard,2221.13,"2,60292E+16",18 Years and 11 Months,Yes,"5,7276E+16",__10000__,Low_spent_Small_value_payments,"3,46804E+15",2024-04-01
CUS_0x1528,19344.27,15410225,5,3,8,1,Student Loan,14,13,3.28,20,Standard,861.19,"3,66915E+15",27 Years and 10 Months,No,"1,22347E+15",59.053934024676416,Low_spent_Small_value_payments,"2,49125E+16",2024-04-01
CUS_0x1534,24482.38,"2,2422E+16",6,4,9,1,Student Loan,25,20,8.31,80,_,725.13,"2,42026E+14",25 Years and 8 Months,Yes,"1,56257E+16",119.79954845181094,High_spent_Small_value_payments,"3,48795E+15",2024-04-01
CUS_0x1628,17446.07,"1,24584E+16",6,7,15,7,"Personal Loan, Not Specified, Personal Loan, Home Equity Loan, Mortgage Loan, Auto Loan, and Payday Loan",20,20,7.23,80,Standard,2239.2,"2,34596E+16",15 Years and 3 Months,Yes,"7,30994E+14",113.6611442061258,Low_spent_Small_value_payments,"2,27823E+16",2024-04-01
CUS_0x16cf,17206.61,"1,52388E+15",10,8,33,8,"Student Loan, Personal Loan, Mortgage Loan, Auto Loan, Student Loan, Not Specified, Payday Loan, and Auto Loan",38,16,1.85,100,_,3218.04,"3,23292E+16",9 Years and 8 Months,Yes,"6,53221E+15",204.46870620197438,Low_spent_Small_value_payments,"1,72598E+16",2024-04-01
CUS_0x16d4,174353.0,"1,47394E+16",2,4,6,3,"Debt Consolidation Loan, Payday Loan, and Student Loan",16,10,8.75,20,Good,405.65,"3,69276E+15",29 Years and 5 Months,No,"3,80722E+16",284.81621692738133,!@9#%8,"1,0484E+16",2024-04-01
CUS_0x17fb,87078.48,753554,4,2,11,4,"Payday Loan, Not Specified, Mortgage Loan, and Mortgage Loan",11,6,16.33,0,Good,1181.66,"4,22221E+15",18 Years and 6 Months,No,"2,83959E+16",56.24846952025739,High_spent_Large_value_payments,"6,53346E+15",2024-04-01
CUS_0x18ef,175127.04,1463592,4,6,12,-100,"Debt Consolidation Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan",11,8,5.949999999999998,30,_,518.55,"3,08486E+16",30 Years and 5 Months,No,"4,21338E+15",1887.5352110056256,!@9#%8,"9,33292E+15",2024-04-01
CUS_0x18f7,72508.86,5920405,6,7,20,4,"Personal Loan, Home Equity Loan, Student Loan, and Mortgage Loan",11,14,8.74,0,Standard,1057.79,"3,10365E+15",32 Years and 5 Months,No,"1,71624E+16",198.31595109809246,High_spent_Medium_value_payments,"4,721E+15",2024-04-01
CUS_0x193c,83675.56,"6,91396E+15",10,10,19,6,"Payday Loan, Not Specified, Mortgage Loan, Auto Loan, Not Specified, and Mortgage Loan",21,21,7.76,60,Bad,2671.76,"2,7357E+16",13 Years and 2 Months,NM,"3,61778E+16",144.5504250214203,High_spent_Large_value_payments,"4,25068E+15",2024-04-01
CUS_0x1968,7588.46,"6,63372E+15",9,9,29,5,"Auto Loan, Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, and Not Specified",16,15,26.46,110,Bad,3948.86,"2,77966E+16",7 Years and 8 Months,Yes,"2,711E+16",82.84561824292562,Low_spent_Small_value_payments,"2,46382E+15",2024-04-01
CUS_0x1999,39020.72,"3,18073E+15",3,3,19,1,Home Equity Loan,18,15,1.75,30,Standard,1213.43,"3,1005E+14",20 Years and 10 Months,Yes,83920,408.8203273086203,Low_spent_Small_value_payments,"1,72757E+16",2024-04-01
CUS_0x1a03,34552.7,"2,89639E+16",6,3,9,0,,25,20,8.68,40,Standard,577.4,"2,43858E+15",32 Years and 5 Months,NM,0,260.9597817802158,Low_spent_Large_value_payments,"2,98679E+16",2024-04-01
CUS_0x1a53,28360.5_,2086375,8,5,14,2,"Auto Loan, and Auto Loan",10,21,11.26,80,Standard,2404.64,"2,85494E+16",14 Years and 6 Months,Yes,"4,51703E+15",87.43881429385611,!@9#%8,"3,66028E+16",2024-04-01
CUS_0x1a5a,32485.42,"2,45112E+16",3,6,7,0,,17,14,0.92,20,Standard,998.9,"3,94122E+15",33 Years and 5 Months,No,0,56.18353882097721,High_spent_Large_value_payments,"4,28928E+16",2024-04-01
CUS_0x1a85,71616.36,597103,5,5,16,5_,"Personal Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",26,14,2.039999999999999,40,Standard,1887.08,"4,04741E+16",7 Years and 10 Months,Yes,"1,68762E+15",406.43041546557856,Low_spent_Large_value_payments,"2,9191E+16",2024-04-01
CUS_0x1ba2,86470.84,"7,0609E+15",3,4,20,0,,17,17,10.13,50,_,211.56,"3,52726E+15",29 Years and 5 Months,Yes,0,267.90886933682845,High_spent_Medium_value_payments,"6,88181E+15",2024-04-01
CUS_0x1c26,60668.72,"5,31073E+16",3,7,2,1,Student Loan,16,5,0.6,60,Good,922.32,"3,02239E+15",29 Years and 8 Months,No,"4,74968E+14",168.69601981261826,Low_spent_Medium_value_payments,"5,9488E+15",2024-04-01
CUS_0x1c98,44297.43,37014525,9,7,15,7,"Credit-Builder Loan, Credit-Builder Loan, Not Specified, Payday Loan, Home Equity Loan, Student Loan, and Mortgage Loan",37,24,19.28,120,Bad,4078.71,"2,76525E+15",7 Years and 9 Months,Yes,"2,17197E+14",41.656027201719205,High_spent_Medium_value_payments,"3,61292E+16",2024-04-01
