Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1000,30625.94,"2,70616E+16",6,5,27,2,"Credit-Builder Loan, and Home Equity Loan",57,26,1.63,110,Bad,1562.91,"3,00772E+15",10 Years and 9 Months,Yes,"4,29411E+16",77.31427572208112,High_spent_Medium_value_payments,"4,00361E+16",2023-05-01
CUS_0x108a,36982.36,"2,55481E+15",7,9,21,9,"Student Loan, Student Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Student Loan, and Personal Loan",15,15,24.61,150,_,4882.12,"3,2003E+16",7 Years and 9 Months,Yes,"4,5442E+16",275.8074536448028,Low_spent_Medium_value_payments,"8,47088E+15",2023-05-01
CUS_0x10f9,150131.68,"1,11021E+16",5,1,4,0,,8,0,7.49,0,Good,1138.36,"4,52558E+14",31 Years and 11 Months,No,"1,49484E+16",180.7591380504137,High_spent_Medium_value_payments,"1,32894E+14",2023-05-01
CUS_0x1119,56301.9,4593825,9,5,26,2,"Not Specified, and Not Specified",15,18,14.73,140,_,2161.23,"3,73815E+15",14 Years and 6 Months,Yes,"5,01193E+15",310.84444036433723,Low_spent_Medium_value_payments,"3,78419E+16",2023-05-01
CUS_0x1192,16319.375,"1,51895E+15",7,3,1,2,"Payday Loan, and Payday Loan",16,13,7.67,90,Standard,1275.32,"3,14044E+16",23 Years and 9 Months,NM,"1,62911E+16",112.33986758269495,Low_spent_Medium_value_payments,"3,03264E+15",2023-05-01
CUS_0x11b1,34819.83,26896525,312,3,10,1,Student Loan,14,12,7.69,40,_,905.89,"3,76982E+16",18 Years and 10 Months,Yes,"2,27954E+16",125.599605790283,High_spent_Small_value_payments,"3,8057E+16",2023-05-01
CUS_0x12a7,26450.59,"2,07922E+15",5,6,20,4,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, and Home Equity Loan",24,18,11.8,10,Standard,952.9,"2,63998E+16",28 Years and 8 Months,No,"7,36702E+15",19.552470959112455,High_spent_Large_value_payments,"3,54699E+15",2023-05-01
CUS_0x12a9,44822.21,"3,55518E+16",1,4,2,4,"Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, and Debt Consolidation Loan",10,7,1.03,0,Good,730.64,"3,00581E+15",24 Years and 1 Months,No,"1,35044E+16",100.05342133628531,High_spent_Medium_value_payments,"3,70421E+15",2023-05-01
CUS_0x1340,40600.61,"3,42038E+16",4,7,6,2,"Credit-Builder Loan, and Home Equity Loan",9,0,5.5,20,Good,1198.96,"3,34443E+15",21 Years and 3 Months,No,"6,36149E+15",75.54045341818262,High_spent_Small_value_payments,"4,62883E+15",2023-05-01
CUS_0x13d1,22020.37,"1,60503E+15",5,6,6,3,"Debt Consolidation Loan, Credit-Builder Loan, and Personal Loan",19,6,5.14,90,Good,1343.64,"3,07892E+16",26 Years and 4 Months,No,"3,65986E+15",208.7493739989156,Low_spent_Small_value_payments,"2,05155E+15",2023-05-01
