Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1015,46951.02,3725585,7,4,16,0,,8,9,15.83,90,Standard,340.22,"3,86822E+15",21 Years and 5 Months,NM,0,437.4339945818671,Low_spent_Small_value_payments,"2,25125E+16",2023-08-01
CUS_0x1032,60410.94,5274245,4,7,17,4,"Student Loan, Home Equity Loan, Not Specified, and Payday Loan",24,9,10.65,90,Standard,1852.86,"3,18084E+15",16 Years and 3 Months,Yes,"1,49926E+15",481.4927768814807,!@9#%8,"1,76005E+16",2023-08-01
CUS_0x106f,134035.08,"1,11026E+16",0,5,10,2,"Home Equity Loan, and Mortgage Loan",6,7,5.32,80,Good,767.91,"3,11289E+15",24 Years and 11 Months,No,"1,43484E+16",1075.3385104350662,Low_spent_Medium_value_payments,"1,71437E+16",2023-08-01
CUS_0x11c0,14527.455,96462125,3,3,4,4,"Debt Consolidation Loan, Student Loan, Auto Loan, and Home Equity Loan",19,3,6.31,20,Good,321.05,"3,23886E+16",19 Years and 10 Months,No,"4,16954E+15",49.383098985710866,Low_spent_Small_value_payments,"2,95384E+15",2023-08-01
CUS_0x1255,38670.08,"3,45951E+16",4,5,3,-100,Credit-Builder Loan,9,2,3.78,20,Good,632.29,"3,86629E+15",22 Years and 8 Months,No,"2,39238E+15",238.10887036658627,High_spent_Small_value_payments,"3,43918E+15",2023-08-01
CUS_0x12ea,38980.76,"3,1724E+15",8,8,25,9,"Home Equity Loan, Not Specified, Personal Loan, Personal Loan, Not Specified, Debt Consolidation Loan, Payday Loan, Mortgage Loan, and Personal Loan",27,17,16.43,100,Bad,2927.1,"4,03976E+15",3 Years and 11 Months,Yes,"1,67537E+15",78.63531025761513,High_spent_Medium_value_payments,"3,21068E+15",2023-08-01
CUS_0x1326,8658.18,637515,10,7,22,-100,"Payday Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Not Specified, Debt Consolidation Loan, and Student Loan",19,21,8.68,140,Bad,2599.69,"3,75041E+15",7 Years and 5 Months,Yes,"3,66958E+15",80.36112355665203,Low_spent_Small_value_payments,"2,36695E+15",2023-08-01
CUS_0x136c,120644.88,1004374,4,6,7,4,"Student Loan, Student Loan, Not Specified, and Credit-Builder Loan",1,6,10.49,10,Good,1437.99,"4,19426E+15",18 Years and 1 Months,No,"2,579E+16",80.47305212543155,High_spent_Large_value_payments,"9,06001E+15",2023-08-01
CUS_0x138f,20483.84,"1,81199E+15",7,7,32,8,"Student Loan, Mortgage Loan, Auto Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Student Loan",44,22,4.75,60,Bad,2469.37,"3,12699E+16",9 Years and 5 Months,Yes,"1,0613E+16",213.8444322488735,!@9#%8,"1,51224E+16",2023-08-01
CUS_0x13e7,57792.3,4665025,8,9,29,3,"Credit-Builder Loan, Auto Loan, and Debt Consolidation Loan",18,8,19.07,80,Standard,1938.26,"2,9158E+16",11 Years and 0 Months,Yes,"1,3382E+16",56.90841863117397,High_spent_Medium_value_payments,"5,25774E+15",2023-08-01
