Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1044,33441.59,"2,7488E+15",2,4,1,0,,1,4,9.58,50,_,154.96,"3,59841E+16",31 Years and 11 Months,No,0,229.53226071473443,Low_spent_Small_value_payments,"3,35348E+16",2023-06-01
CUS_0x104e,19180.87,"1,68841E+15",8,4,18,4,"Debt Consolidation Loan, Auto Loan, Payday Loan, and Payday Loan",5,17,9.32,60,Standard,1127.57,"2,94653E+15",25 Years and 2 Months,No,"5,73642E+15",107.98322725525713,High_spent_Small_value_payments,"2,63493E+16",2023-06-01
CUS_0x105c,127617.6,105968,0,4,5,3,"Not Specified, Mortgage Loan, and Payday Loan",3,6,12.22,0,Good,542.91,"3,98774E+15",24 Years and 4 Months,No,"2,11055E+16",__10000__,High_spent_Medium_value_payments,"8,61601E+15",2023-06-01
CUS_0x10ee,12660.16,"9,09013E+15",5,7,15,0,,8,14,15.1,20,Standard,456.02,"3,34626E+15",25 Years and 4 Months,No,0,__10000__,!@9#%8,"3,38255E+15",2023-06-01
CUS_0x1136,37360.94,"2,86441E+15",10,5,33,5,"Home Equity Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan, and Not Specified",44,12,_,110,Standard,1271.23,"3,61963E+15",11 Years and 10 Months,Yes,"9,33417E+15",254.47810388792874,Low_spent_Small_value_payments,"2,28621E+16",2023-06-01
CUS_0x1154,7645.095_,"6,32091E+15",9,9,19,5,"Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",42,18,21.14,100,Bad,2869.83,"2,46393E+15",12 Years and 2 Months,Yes,"1,74879E+16",48.62391275641062,Low_spent_Small_value_payments,"2,87097E+15",2023-06-01
CUS_0x1156,10060.015,"1,10333E+16",3,9,17,6,"Student Loan, Student Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, and Payday Loan",18,12,9.29,150,Standard,1971.81,"2,66561E+15",10 Years and 10 Months,Yes,"3,22843E+15",72.27556199955825,High_spent_Small_value_payments,"2,65774E+14",2023-06-01
CUS_0x119e,63601.48,"5,40012E+15",3,7,15,6,"Auto Loan, Mortgage Loan, Student Loan, Home Equity Loan, Auto Loan, and Not Specified",26,13,19.49,60,Standard,1191.91,"2,57041E+16",19 Years and 9 Months,Yes,"1,84692E+15",121.51704235490244,High_spent_Large_value_payments,"4,73804E+15",2023-06-01
CUS_0x128e,20232.11,"1,91801E+15",5,3,6,5,"Mortgage Loan, Payday Loan, Auto Loan, Not Specified, and Mortgage Loan",9,20,15.86,70,Standard,1104.6,"2,9797E+15",9 Years and 4 Months,Yes,"4,86578E+15",126.78796942885471,Low_spent_Large_value_payments,"2,86355E+15",2023-06-01
CUS_0x1319,138613.48,"1,17061E+16",7,5,10,3,"Personal Loan, Personal Loan, and Personal Loan",19,20,6.49,40,_,768.69,"3,16932E+15",17 Years and 10 Months,No,"1,82176E+15",409.1683042628544,High_spent_Small_value_payments,"8,39268E+15",2023-06-01
CUS_0x1329,160573.56,1329313,1,2,8,1,Mortgage Loan,12,3,2.01,40,Good,551.26,"3,87397E+15",19 Years and 10 Months,No,"1,21179E+16",386.78410634098816,High_spent_Medium_value_payments,"1,07135E+15",2023-06-01
CUS_0x142f,17250.52,"1,68254E+15",1,6,10,3,"Personal Loan, Payday Loan, and Mortgage Loan",15,5,4.86,10,_,1308.31,"2,4919E+15",30 Years and 1 Months,No,"2,43259E+16",132.80717848131528,Low_spent_Large_value_payments,"2,81121E+15",2023-06-01
CUS_0x145c,41588.74,"3,20173E+15",5,3,7,2,"Debt Consolidation Loan, and Personal Loan",14,6,8.95,60,Good,630.25,"3,79554E+15",26 Years and 11 Months,No,"6,19429E+16",48.676018837979676,High_spent_Medium_value_payments,"4,59554E+16",2023-06-01
CUS_0x149e,78156.39,65260325,5,259,8,4_,"Home Equity Loan, Student Loan, Credit-Builder Loan, and Personal Loan",9,18,6.34,40,_,884.79,"2,98078E+15",24 Years and 6 Months,No,"1,54798E+16",651.1103949823222,Low_spent_Medium_value_payments,"1,26695E+16",2023-06-01
CUS_0x14ca,122028.48,989904,2,7,8,3,"Home Equity Loan, Debt Consolidation Loan, and Mortgage Loan",28,11,10.35,90,Good,53.04,"3,57074E+15",25 Years and 10 Months,No,"2,90519E+16",79.7724499037232,High_spent_Large_value_payments,"8,59613E+15",2023-06-01
CUS_0x157a,59662.98,4777915,7,4,16,3_,"Auto Loan, Mortgage Loan, and Mortgage Loan",24,8,8.59,60,Standard,634.86,"2,59697E+15",6 Years and 3 Months,Yes,"8,56017E+15",__10000__,High_spent_Medium_value_payments,"4,51441E+15",2023-06-01
CUS_0x1585,18426.025,"1,5135E+16",6,6,14,6,"Not Specified, Home Equity Loan, Payday Loan, Payday Loan, Home Equity Loan, and Mortgage Loan",13,19_,9.67,90,Standard,364.1,"3,82339E+14",12 Years and 9 Months,Yes,"7,84283E+15",55.72311536666532,!@9#%8,"2,97199E+16",2023-06-01
CUS_0x1664,29375.68_,"2,72897E+15",4,8,27,6,"Personal Loan, Home Equity Loan, Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, and Payday Loan",5,12,12.26,150,Standard,1985.59,"3,17711E+16",19 Years and 4 Months,Yes,"9,0861E+15",119.51961895623958,High_spent_Small_value_payments,"3,91766E+16",2023-06-01
CUS_0x166c,43016.7,3853725,7,7,27,6,"Payday Loan, Personal Loan, Personal Loan, Not Specified, Student Loan, and Home Equity Loan",60,11,18.66,100,Standard,2136.77,"3,10483E+16",12 Years and 0 Months,NM,"1,31249E+16",100.83781712059013,High_spent_Medium_value_payments,"4,03286E+15",2023-06-01
CUS_0x1698,9221.875,"5,9849E+15",6,5,34,4,"Auto Loan, Debt Consolidation Loan, Personal Loan, and Not Specified",40,16,16.48,110,Standard,2374.03,"3,52385E+16",16 Years and 4 Months,NM,"2,89878E+16",66.92892025117658,Low_spent_Small_value_payments,"2,53932E+16",2023-06-01
CUS_0x16a2,119680.56,990638,8,4,17,4,"Mortgage Loan, Payday Loan, Student Loan, and Home Equity Loan",17,14,3.61,40,Standard,871.69,"4,04528E+15",23 Years and 5 Months,NM,"3,30579E+16",153.00662525140086,High_spent_Large_value_payments,"7,47052E+15",2023-06-01
CUS_0x16d9,18485.235,146943625,8,4,3,4,"Student Loan, Not Specified, Credit-Builder Loan, and Credit-Builder Loan",13,14,6.33,60,_,395.45,"2,47567E+15",22 Years and 10 Months,No,"5,2901E+15",118.5206381798459,Low_spent_Small_value_payments,"2,65522E+16",2023-06-01
CUS_0x1766,17849.0,"1,49042E+15",6,6,15,7,"Home Equity Loan, Not Specified, Debt Consolidation Loan, Payday Loan, Personal Loan, Personal Loan, and Not Specified",15,24,22.44,150,Bad,4522.59,"2,96857E+16",10 Years and 5 Months,Yes,"8,80056E+15",187.0008694998341,Low_spent_Small_value_payments,"1,64035E+16",2023-06-01
CUS_0x17e0,18250.52,"1,40388E+16",9,8,33,8,"Auto Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Personal Loan, Home Equity Loan, Payday Loan, and Not Specified",31,21,28.48,90,Bad,4457.6,"3,66951E+15",7 Years and 8 Months,Yes,"8,93605E+15",77.34913430372244,!@9#%8,"2,33678E+16",2023-06-01
CUS_0x17ef,83947.72,"7,16764E+16",5,4,9,3,"Not Specified, Student Loan, and Payday Loan",6,-1,4.19,0,_,954.9,"3,97953E+15",27 Years and 3 Months,No,"1,76484E+16",237.89188920255432,Low_spent_Medium_value_payments,"5,82389E+15",2023-06-01
CUS_0x17fe,31135.37,"2,50061E+16",3,5,9,0,,25,6,4.52,20,Good,1112.57,"3,55792E+15",28 Years and 2 Months,NM,0,175.40471377541922,Low_spent_Small_value_payments,"3,64657E+15",2023-06-01
CUS_0x1810,57651.98,"4,70298E+15",4,5,7,3,"Mortgage Loan, Mortgage Loan, and Not Specified",15,3,6.17,30,Good,568.45,"2,59232E+15",30 Years and 4 Months,No,"5,00109E+15",270.0629083086341,!@9#%8,"3,66414E+16",2023-06-01
CUS_0x18c5,140947.8,1149665,5,7,5,2,"Personal Loan, and Credit-Builder Loan",9,2438,8.08,90,Standard,1348.57,"2,76251E+16",19 Years and 5 Months,Yes,"2,24214E+15",432.96374940904985,Low_spent_Large_value_payments,"7,62487E+15",2023-06-01
CUS_0x18c6,35728.54,"3,09638E+16",7,7,11,3,"Mortgage Loan, Student Loan, and Not Specified",8,15,8.87,20,Standard,1229.33,"3,64191E+16",22 Years and 9 Months,No,"5,87295E+15",177.9675743212755,Low_spent_Small_value_payments,"3,62941E+14",2023-06-01
