Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1087,42153.13,"3,37776E+16",5,4,10,3,"Payday Loan, Not Specified, and Payday Loan",10,9,4.81,70,Good,1027.64,"2,63445E+15",28 Years and 5 Months,No,"7,92996E+15",80.62490239728156,High_spent_Small_value_payments,"4,37852E+14",2024-09-01
CUS_0x1138,154868.24,"1,30517E+16",2,5,10,0,,14,3,4.16,60,Good,242.75,"4,23201E+16",29 Years and 11 Months,No,0,759.5938772793154,!@9#%8,"8,25575E+15",2024-09-01
CUS_0x121b,33209.27,"2,95444E+15",1,6,8,2,"Debt Consolidation Loan, and Not Specified",24,4,8.99,40,_,743.65,"3,02481E+16",17 Years and 5 Months,No,"5,42632E+16",272.15103437127317,Low_spent_Small_value_payments,"2,5903E+16",2024-09-01
CUS_0x1232,14937.49,"1,14279E+16",8,8,22,7,"Student Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Student Loan, Home Equity Loan, and Student Loan",43,15,24.17,90,Bad,3699.44,"2,3121E+15",13 Years and 9 Months,NM,"5,09609E+14",104.14502372361288,Low_spent_Medium_value_payments,"2,39173E+15",2024-09-01
CUS_0x140e,90894.08,"7,74451E+15",5,5,1,4,"Personal Loan, Student Loan, Student Loan, and Payday Loan",9,13,10.12,50,Good,49.52,"3,75183E+15",19 Years and 11 Months,No,"2,59747E+16",237.86531641208202,High_spent_Medium_value_payments,"5,26838E+13",2024-09-01
CUS_0x1425,34758.2,"2,97952E+16",1,2,1169,3,"Not Specified, Student Loan, and Debt Consolidation Loan",3,7,8.81,10,_,1005.29,"3,06895E+15",21 Years and 0 Months,No,"7,95681E+15",167.2196210009926,Low_spent_Small_value_payments,"3,41164E+16",2024-09-01
CUS_0x146a,25744.12,"1,92334E+16",6,4,14,1,Debt Consolidation Loan,7,19,7.16,10,Standard,1118.51,"2,46877E+15",25 Years and 9 Months,NM,"1,2332E+16",80.12216510115094,Low_spent_Medium_value_payments,"3,7988E+15",2024-09-01
CUS_0x14c2,67978.8,"5,8039E+16",9,5,27,9,"Mortgage Loan, Student Loan, Auto Loan, Not Specified, Student Loan, Auto Loan, Credit-Builder Loan, Not Specified, and Home Equity Loan",38,18,18.41,150,Bad,4683.95,"3,12064E+15",9 Years and 2 Months,Yes,"3,01992E+16",170.81448879553963,Low_spent_Medium_value_payments,"3,87583E+16",2024-09-01
CUS_0x14f1,40701.88,"3,30982E+16",8,9,26,3,"Not Specified, Home Equity Loan, and Home Equity Loan",31,16,10.86,130,Standard,2052.1,"3,27859E+15",6 Years and 6 Months,Yes,"7,22386E+15",115.75631981036524,High_spent_Small_value_payments,"4,02987E+15",2024-09-01
CUS_0x14f6,24466.5,2325875,4,7,6,3,"Mortgage Loan, Payday Loan, and Not Specified",23,19,7.41,40,_,858.45,"3,90221E+15",31 Years and 0 Months,Yes,"4,11291E+15",51.898174392385776,High_spent_Small_value_payments,"3,9956E+15",2024-09-01
