Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1075,24709.33,"1,93347E+15",5,5,6,3,"Student Loan, Debt Consolidation Loan, and Personal Loan",27,11,7.0,14970,_,413.18,"3,27613E+15",17 Years and 10 Months,No,"1,96027E+16",120.55873988527756,Low_spent_Small_value_payments,"3,34667E+15",2024-05-01
CUS_0x1185,18963.65,"1,7943E+16",4,8,29,6,"Student Loan, Payday Loan, Not Specified, Credit-Builder Loan, Personal Loan, and Debt Consolidation Loan",27,7,13.04,110,Standard,2422.18,"2,60156E+15",7 Years and 0 Months,Yes,"6,41253E+15",60.75560555668723,High_spent_Medium_value_payments,"3,0455E+15",2024-05-01
CUS_0x1190,44134.06,"3,18248E+16",4,4,9,3,"Personal Loan, Auto Loan, and Student Loan",29,19,0.9000000000000004,50,Good,809.59,"3,39435E+16",23 Years and 5 Months,NM,"5,51272E+15",97.11016167424476,Low_spent_Large_value_payments,"4,67159E+14",2024-05-01
CUS_0x122f,18231.52,"1,44829E+15",6,1375,15,9,"Student Loan, Auto Loan, Student Loan, Debt Consolidation Loan, Not Specified, Payday Loan, Auto Loan, Auto Loan, and Payday Loan",35,17,1.83,70,_,1358.96,"3,4003E+15",15 Years and 5 Months,Yes,"8,66086E+15",102.26056639522305,Low_spent_Small_value_payments,"2,4596E+16",2024-05-01
CUS_0x1233,42112.56,351138,5,6,9,4,"Not Specified, Auto Loan, Personal Loan, and Auto Loan",1,3,_,40,Good,1052.71,"2,50365E+15",16 Years and 10 Months,No,"1,32194E+16",218.91425990052966,Low_spent_Small_value_payments,"2,9003E+15",2024-05-01
CUS_0x1236,28352.24_,"2,38569E+15",4,4,7,3,"Personal Loan, Student Loan, and Mortgage Loan",4,0,9.02,0,Good,1085.7,"2,3102E+16",16 Years and 10 Months,No,"4,63907E+14",101.71524766286512,Low_spent_Small_value_payments,"3,80463E+14",2024-05-01
CUS_0x1249,9529.855,"6,88155E+15",9,8,26,3,"Not Specified, Payday Loan, and Auto Loan",50,15,7.2,100,Bad,1818.36,"3,5679E+15",7 Years and 2 Months,Yes,"1,20109E+16",50.6320354592125,Low_spent_Small_value_payments,"2,96172E+15",2024-05-01
CUS_0x125c,32129.0,"2,51442E+16",3,7,10,2,"Personal Loan, and Student Loan",28,19,16.84,80,Standard,2554.25,"3,02819E+16",13 Years and 8 Months,Yes,"3,49965E+16",93.27286749089956,Low_spent_Medium_value_payments,"4,03172E+14",2024-05-01
CUS_0x128f,75816.52,"6,29104E+15",6,9,22,5,"Not Specified, Not Specified, Student Loan, Mortgage Loan, and Home Equity Loan",20,25,27.85,90,_,2555.9,"3,08136E+16",6 Years and 2 Months,Yes,"1,58164E+16",73.05451259749084,!@9#%8,"6,37886E+15",2024-05-01
CUS_0x131f,68105.6,"5,63647E+15",8,8,19,5,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",28,27,26.05,130,Bad,2867.7,"2,41459E+16",2 Years and 5 Months,Yes,"2,79082E+16",62.664706965685504,High_spent_Medium_value_payments,"4,719E+15",2024-05-01
CUS_0x133b,44261.65_,"3,31728E+15",4,1,5,1,Debt Consolidation Loan,4,12,-1.64,20,_,452.2,"3,549E+15",30 Years and 3 Months,No,"4,60311E+15",348.0590151520802,Low_spent_Large_value_payments,"2,77568E+15",2024-05-01
CUS_0x1382,11391.83,"7,52335E+15",8,5,1,4,"Personal Loan, Not Specified, Not Specified, and Credit-Builder Loan",17,19,14.02,40,Standard,589.97,"2,47363E+16",19 Years and 6 Months,No,262700,18.57588363160864,Low_spent_Large_value_payments,"2,99347E+15",2024-05-01
CUS_0x148e,19911.77_,"1,83331E+16",5,5,17,7,"Not Specified, Credit-Builder Loan, Auto Loan, Personal Loan, Student Loan, Home Equity Loan, and Home Equity Loan",12,15,21.01,60,Standard,2141.86,"2,77685E+15",20 Years and 5 Months,Yes,"9,55036E+15",58.10678715144866,High_spent_Medium_value_payments,"2,79721E+16",2024-05-01
CUS_0x150b,17009.84,"1,46949E+15",7,8,15,3,"Auto Loan, Auto Loan, and Not Specified",34,16,19.22,60,Standard,2587.8,"3,63746E+15",12 Years and 10 Months,Yes,755810,94.08350964786295,Low_spent_Small_value_payments,"2,63214E+16",2024-05-01
CUS_0x15a7,120368.32,"1,02107E+16",1,7,12,3,"Mortgage Loan, Payday Loan, and Not Specified",1,9,8.87,10,Good,785.01,"3,90021E+15",21 Years and 10 Months,No,"2,8895E+16",338.30237913918234,High_spent_Medium_value_payments,"6,43817E+15",2024-05-01
CUS_0x15b4,106168.77,87003975,0,4,9,3,"Personal Loan, Credit-Builder Loan, and Mortgage Loan",2,11,4.62,40,Good,525.82,"3,46747E+16",24 Years and 9 Months,No,"1,91449E+16",1054.2301015011735,!@9#%8,"7,91888E+15",2024-05-01
CUS_0x15dd,13351.83,12566525,6,3,13,2,"Auto Loan, and Payday Loan",13,13,19.48,10,_,303.84,"2,61226E+15",23 Years and 5 Months,Yes,"1,39139E+16",50.065309347823906,Low_spent_Medium_value_payments,"3,41686E+15",2024-05-01
CUS_0x162f,9743.96,"8,89997E+15",8,7,4,4,"Payday Loan, Debt Consolidation Loan, Not Specified, and Home Equity Loan",20,12,9.98,50,Good,625.73,"2,19977E+15",16 Years and 11 Months,No,"1,88585E+15",70.83848547289192,Low_spent_Small_value_payments,"2,89303E+16",2024-05-01
CUS_0x1631,63093.32,"5,21278E+15",4,3,7,3,"Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",19,13,11.71,60,Standard,1441.44,"4,09167E+15",8 Years and 10 Months,Yes,"1,2085E+16",76.15493041454476,High_spent_Medium_value_payments,"5,74272E+15",2024-05-01
CUS_0x17e5,28027.52,"2,04663E+16",6,6,19,5,"Mortgage Loan, Not Specified, Not Specified, Home Equity Loan, and Payday Loan",32,17,9.18,90,Bad,1438.18,"2,91578E+15",14 Years and 9 Months,Yes,"5,88825E+15",101.71900747219765,Low_spent_Small_value_payments,"3,34061E+15",2024-05-01
CUS_0x19c1,14188.48,"1,31237E+16",9,10,22,7,"Personal Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, Personal Loan, and Mortgage Loan",30,15,4.53,70,_,1315.32,"3,22387E+15",20 Years and 6 Months,Yes,"4,6828E+15",90.67283037734177,Low_spent_Small_value_payments,"2,83737E+16",2024-05-01
