Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1011,58918.47,52088725,3,3,17,3,"Student Loan, Credit-Builder Loan, and Debt Consolidation Loan",27,13,14.42,70,Standard,473.14,"2,783E+15",15 Years and 10 Months,Yes,"1,23435E+16",383.35084463651407,Low_spent_Medium_value_payments,"2,94101E+15",2023-11-01
CUS_0x1018,61194.81,50145675,7,7,23,8,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Not Specified, Student Loan, Home Equity Loan, Personal Loan, and Credit-Builder Loan",19,22,28.63,80,Bad,2773.09,"2,72685E+16",14 Years and 3 Months,Yes,"2,25369E+15",166.53062988488216,High_spent_Medium_value_payments,"3,59557E+16",2023-11-01
CUS_0x1041,8978.11,"8,94176E+15",8,8,30,9,"Payday Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Not Specified, and Student Loan",50,17,18.48,100,Bad,4913.15,"3,77466E+15",10 Years and 5 Months,Yes,"5,76797E+15",43.56585814621352,High_spent_Small_value_payments,"2,48172E+15",2023-11-01
CUS_0x105b,34428.21,"2,28959E+15",2,4,8,0,,8,11,8.51,0,_,180.7,"3,51305E+15",27 Years and 6 Months,No,"2,85424E+15",61.13170395137558,!@9#%8,"4,4637E+15",2023-11-01
CUS_0x107c,49718.55_,41792125,7,10,27,6_,"Payday Loan, Mortgage Loan, Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",27,17,10.5,70,Bad,1920.25,"3,01096E+15",14 Years and 0 Months,Yes,"2,31957E+16",430.88393873056435,Low_spent_Small_value_payments,"4,50805E+16",2023-11-01
CUS_0x1107,28952.76,233873,7,9,21,8,"Personal Loan, Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, and Not Specified",38,25,2.46,160,Bad,2717.85,"2,86295E+16",1 Years and 2 Months,Yes,"1,5578E+16",56.7778041826906,!@9#%8,"2,61315E+15",2023-11-01
CUS_0x117f,93847.86_,7599655,3,4,12,3,"Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",14,10,11.52,50,Standard,1405.22,"2,89664E+15",16 Years and 5 Months,No,"1,96727E+15",522.5572278752046,Low_spent_Large_value_payments,"3,10682E+16",2023-11-01
CUS_0x11a4,44295.54,3677295,8,6,30,2,"Credit-Builder Loan, and Student Loan",38,21,8.96,80,Standard,1280.42,"3,72845E+15",12 Years and 9 Months,Yes,"6,5576E+15",74.61308704536044,High_spent_Medium_value_payments,"4,7754E+16",2023-11-01
CUS_0x123d,7703.635,"6,5197E+15",6,8,18,6,"Auto Loan, Home Equity Loan, Student Loan, Home Equity Loan, Home Equity Loan, and Student Loan",54,19,16.05,150,Bad,3044.94,"2,67017E+16",2 Years and 8 Months,Yes,"3,20811E+15",49.094964194968846,Low_spent_Small_value_payments,"2,74021E+15",2023-11-01
CUS_0x1281,8780.975,"4,35748E+15",5,4,20,6,"Debt Consolidation Loan, Not Specified, Home Equity Loan, Not Specified, Student Loan, and Debt Consolidation Loan",16,8,14.82,40,Standard,851.71,"3,89584E+15",11 Years and 3 Months,Yes,"3,67483E+15",52.84878986594918,Low_spent_Small_value_payments,"2,43978E+15",2023-11-01
CUS_0x12fa,87876.27,72320225,4,5,15,0,,10,16,7.6,50,Standard,502.29,"3,68195E+15",22 Years and 11 Months,Yes,0,386.4780094511793,!@9#%8,"6,06724E+15",2023-11-01
CUS_0x1358,59304.2,"4,97202E+15",10,10,24,3,"Home Equity Loan, Home Equity Loan, and Debt Consolidation Loan",62,25,2.47,160,Bad,1945.03,"2,82536E+15",13 Years and 0 Months,Yes,544540,430.3098510193045,Low_spent_Small_value_payments,"2,80017E+15",2023-11-01
CUS_0x1367,142635.52,"1,17083E+16",0,5,12,3,"Personal Loan, Auto Loan, and Mortgage Loan",13,10,8.45,50,Good,462.69,"3,80091E+16",20 Years and 11 Months,No,"3,08409E+15",86.49012339659386,High_spent_Large_value_payments,"1,01593E+16",2023-11-01
CUS_0x13b2,21440.93,"1,55574E+16",5,3,9,3,"Payday Loan, Personal Loan, and Auto Loan",27,9,6.15,30,Standard,969.29,"2,82963E+16",33 Years and 2 Months,No,"3,5273E+15",51.9057346860095,Low_spent_Medium_value_payments,"3,48396E+15",2023-11-01
CUS_0x13bc,10885.15,"6,11096E+15",5,5,5,1,Debt Consolidation Loan,18,15,9.0,40,Standard,246.22,"3,40357E+15",14 Years and 10 Months,Yes,"6,60652E+16",36.640367339025374,Low_spent_Small_value_payments,"3,07863E+16",2023-11-01
CUS_0x1416,29651.23,"2,46094E+15",6,5,6,2,"Home Equity Loan, and Not Specified",14,15,1.6199999999999992,20,Standard,1217.99,"2,31653E+15",27 Years and 10 Months,No,"3,7903E+15",36.60951815212416,High_spent_Large_value_payments,"4,11581E+16",2023-11-01
