Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x10dd,105645.6,90908,4,3,5,4,"Credit-Builder Loan, Student Loan, Payday Loan, and Personal Loan",28,19,2.41,40,_,1336.91,"4,04555E+16",21 Years and 4 Months,No,"3,15406E+16",170.89918722293208,High_spent_Large_value_payments,"6,62775E+15",2024-06-01
CUS_0x1109,76284.72,645106,6,10,18,6,"Home Equity Loan, Credit-Builder Loan, Auto Loan, Not Specified, Payday Loan, and Mortgage Loan",24,12,6.69,110,Standard,1957.32,"2,93644E+14",20 Years and 1 Months,Yes,"2,22959E+16",163.64946924134182,High_spent_Medium_value_payments,"5,08498E+15",2024-06-01
CUS_0x1286,33642.07,"2,50951E+15",7,3,12,2,"Debt Consolidation Loan, and Not Specified",22,8,0.13999999999999968,80,Standard,696.57,"3,20739E+15",22 Years and 11 Months,No,"2,95639E+16",__10000__,High_spent_Medium_value_payments,"4,30549E+16",2024-06-01
CUS_0x12a8,103092.27,83110225,3,6,10,4,"Not Specified, Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",22,15,15.53,40,Standard,300.65,"3,97915E+15",13 Years and 8 Months,Yes,"3,28605E+15",65.92393372719343,High_spent_Large_value_payments,"6,76573E+15",2024-06-01
CUS_0x1309,106876.77,91493975,4,5,12,1,Not Specified,21,20,8.24,40,Good,356.07,"3,27776E+16",29 Years and 5 Months,No,"6,22426E+15",119.84314095421905,High_spent_Large_value_payments,"9,72854E+14",2024-06-01
CUS_0x13f8,145858.88,"1,18789E+16",5,4,7,4,"Auto Loan, Student Loan, Credit-Builder Loan, and Personal Loan",0,6,5.91,10,_,1321.93,"3,90104E+15",30 Years and 4 Months,No,"2,62401E+15",169.49535715112248,High_spent_Large_value_payments,"9,95995E+15",2024-06-01
CUS_0x1472,15512.055,143167125,3,4,13,5,"Personal Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan",10,9,16.95,90,Standard,865.3_,"3,46792E+16",12 Years and 0 Months,Yes,"4,8133E+16",182.13603131235172,Low_spent_Small_value_payments,"2,02898E+16",2024-06-01
CUS_0x15a3,16490.8,"1,57423E+16",1,3,5,2,"Student Loan, and Payday Loan",6,8,-3.5,30,Good,1015.0,"2,71201E+16",21 Years and 6 Months,No,"1,71095E+16",136.75095359031434,Low_spent_Small_value_payments,"2,93563E+16",2024-06-01
CUS_0x15f4,93712.29,"7,83236E+15",6,4,10,0,,15,20,15.44,50,Standard,20.09,"3,71301E+15",30 Years and 11 Months,Yes,334060,623.3370685259705,Low_spent_Medium_value_payments,"4,39899E+15",2024-06-01
CUS_0x15f8,69840.02,"5,874E+15",6,5,10,1,Payday Loan,21,8,8.42,40,Good,651.86,"4,02763E+16",19 Years and 2 Months,No,"4,96974E+15",161.05925223455645,!@9#%8,"6,30796E+13",2024-06-01
